"콘텐츠분류";"제목";"지번주소";"도로명주소";"위도";"경도"
"전기차 충전소";"해비치안";"제주특별자치도 서귀포시 성산읍 신고로 11";"";126.915814;33.438124
"전기차 충전소";"신풍지역아동센터";"제주특별자치도 서귀포시 성산읍 신풍상동로 14번길6";"";126.834373;33.361648
"전기차 충전소";"신풍리마을회";"제주특별자치도 서귀포시 성산읍 신풍하동로 37";"";126.840096;33.362757
"전기차 충전소";"GS25성산오조점";"제주특별자치도 서귀포시 성산읍 오조리 6";"";126.921712;33.468984
"전기차 충전소";"나무향가득펜션";"제주특별자치도 서귀포시 성산읍 온평포구로54번길 14";"";126.900447;33.401346
"전기차 충전소";"성산아쿠아비치호텔";"제주특별자치도 서귀포시 성산읍 일주동로 4258";"";126.911976;33.44836
"전기차 충전소";"성산읍사무소";"제주특별자치도 서귀포시 성산읍 일주동로 4330";"";126.911039;33.442401
"전기차 충전소";"성산읍사무소";"제주특별자치도 서귀포시 성산읍 일주동로 4330";"";126.911039;33.442401
"전기차 충전소";"신산 청소년 문화의 집";"제주특별자치도 서귀포시 성산읍 일주동로 5101-1";"";126.877293;33.381285
"전기차 충전소";"메모리아리조트";"제주특별자치도 서귀포시 성산읍 일주동로 5199-3";"";126.872377;33.374144
"전기차 충전소";"잠도둑 게스트하우스";"제주특별자치도 서귀포시 성산읍 일주동로 5379";"";126.864417;33.359005
"전기차 충전소";"동부골프연습장";"제주특별자치도 서귀포시 성산읍 일주동로4098번길 62";"";126.903795;33.462551
"전기차 충전소";"동부소방서";"제주특별자치도 서귀포시 성산읍 일주동로4120번길 7";"";126.909687;33.46025
"전기차 충전소";"동부소방서";"제주특별자치도 서귀포시 성산읍 일주동로4120번길 7";"";126.909687;33.46025
"전기차 충전소";"동부소방서";"제주특별자치도 서귀포시 성산읍 일주동로4120번길 7";"";126.909687;33.46025
"전기차 충전소";"동부종합사회복지관";"제주특별자치도 서귀포시 성산읍 일출로 14-11";"";126.913287;33.44673
"전기차 충전소";"성산일출봉 공영주차장";"제주특별자치도 서귀포시 성산읍 일출로 284-6";"";126.935209;33.462374
"전기차 충전소";"일출랜드";"제주특별자치도 서귀포시 성산읍 중산간동로 4150-30";"";126.841293;33.383488
"전기차 충전소";"블루마운틴커피랜드";"제주특별자치도 서귀포시 성산읍 중산간동로 4255";"";126.837514;33.379927
"전기차 충전소";"신풍리 사무소";"제주특별자치도 서귀포시 성산읍 풍천로 227";"";126.835474;33.361226
"전기차 충전소";"여유펜션매점";"제주특별자치도 서귀포시 성산읍 한도로 23";"";126.9109;33.466428
"전기차 충전소";"성산핫플게스트하우스";"제주특별자치도 서귀포시 성산읍 한도로 242번길 8";"";126.932818;33.466086
"전기차 충전소";"주왕산업개발 주식회사";"제주특별자치도 서귀포시 성산읍 한도로 269-37";"";126.935256;33.469011
"전기차 충전소";"썬레이크빌제주휴양펜션";"제주특별자치도 서귀포시 성산읍 한도로 49";"";126.91336;33.467585
"전기차 충전소";"게스트하우스에버";"제주특별자치도 서귀포시 성산읍 한도로 67";"";126.915201;33.468377
